"symbol","uniprot","ensembl","entrez","name","signature"
"CHRNA10","Q9GZZ6","ENSG00000129749",57053,"Neuronal acetylcholine receptor subunit alpha-10","HighLowTmp"
"METTL25","Q8N6Q8","ENSG00000127720",84190,"Methyltransferase-like protein 25","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"TAS2R31","P59538","ENSG00000263097",259290,"Taste receptor type 2 member 31","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"THAP6","Q8TBB0","ENSG00000174796",152815,"THAP domain-containing protein 6","HighLowTmp"
"CES4A","Q5XG92","ENSG00000172824",283848,"Carboxylesterase 4A","HighLowTmp"
"C21orf58","P58505","ENSG00000160298",54058,"Uncharacterized protein C21orf58","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SNX19","Q92543","ENSG00000120451",399979,"Sorting nexin-19","HighLowTmp"
"CNIH2","Q6PI25","ENSG00000174871",254263,"Protein cornichon homolog 2","HighLowTmp"
"EEFSEC","P57772","ENSG00000284869",60678,"Selenocysteine-specific elongation factor","HighLowTmp"
"RFTN1","Q14699","ENSG00000131378",23180,"Raftlin","HighLowTmp"
"PCCA","P05165","ENSG00000175198",5095,"Propionyl-CoA carboxylase alpha chain, mitochondrial","HighLowTmp"
"SH3YL1","Q96HL8","ENSG00000035115",26751,"SH3 domain-containing YSC84-like protein 1","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"TMEM145","Q8NBT3","ENSG00000167619",284339,"Transmembrane protein 145","HighLowTmp"
"CDK13","Q14004","ENSG00000065883",8621,"Cyclin-dependent kinase 13","HighLowTmp"
"VAPB","O95292","ENSG00000124164",9217,"Vesicle-associated membrane protein-associated protein B/C","HighLowTmp"
"PAN2","Q504Q3","ENSG00000135473",9924,"PAN2-PAN3 deadenylation complex catalytic subunit PAN2","HighLowTmp"
"ASL","P04424","ENSG00000126522",435,"Argininosuccinate lyase","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"HLTF","Q14527","ENSG00000071794",6596,"Helicase-like transcription factor","HighLowTmp"
"WRAP73","Q9P2S5","ENSG00000116213",49856,"WD repeat-containing protein WRAP73","HighLowTmp"
"PARS2","Q7L3T8","ENSG00000162396",25973,"Probable proline--tRNA ligase, mitochondrial","HighLowTmp"
"RIC8B","Q9NVN3","ENSG00000111785",55188,"Synembryn-B","HighLowTmp"
"OCRL","Q01968","ENSG00000122126",4952,"Inositol polyphosphate 5-phosphatase OCRL","HighLowTmp"
"HNRNPDL","O14979","ENSG00000152795",9987,"Heterogeneous nuclear ribonucleoprotein D-like","HighLowTmp"
"ZNF606","Q8WXB4","ENSG00000166704",80095,"Zinc finger protein 606","HighLowTmp"
"ISYNA1","Q9NPH2","ENSG00000105655",51477,"Inositol-3-phosphate synthase 1","HighLowTmp"
"CHRNB1","P11230","ENSG00000283946",1140,"Acetylcholine receptor subunit beta","HighLowTmp"
"ZNF214","Q9UL59","ENSG00000149050",7761,"Zinc finger protein 214","HighLowTmp"
"TEX30","Q5JUR7","ENSG00000151287",93081,"Testis-expressed protein 30","HighLowTmp"
"STK38L","Q9Y2H1","ENSG00000211455",23012,"Serine/threonine-protein kinase 38-like","HighLowTmp"
"C12orf29","Q8N999","ENSG00000133641",91298,"Uncharacterized protein C12orf29","HighLowTmp"
"KAT2A","Q92830","ENSG00000108773",2648,"Histone acetyltransferase KAT2A","HighLowTmp"
"ANKRD46","Q86W74","ENSG00000186106",157567,"Ankyrin repeat domain-containing protein 46","HighLowTmp"
"NSF","P46459","ENSG00000276262",4905,"Vesicle-fusing ATPase","HighLowTmp"
"CYFIP2","Q96F07","ENSG00000055163",26999,"Cytoplasmic FMR1-interacting protein 2","HighLowTmp"
"PSME3","P61289","ENSG00000131467",10197,"Proteasome activator complex subunit 3","HighLowTmp"
"C22orf39","Q6P5X5","ENSG00000242259",128977,"UPF0545 protein C22orf39","HighLowTmp"
"HSPH1","Q92598","ENSG00000120694",10808,"Heat shock protein 105 kDa","HighLowTmp"
"SLC1A1","P43005","ENSG00000106688",6505,"Excitatory amino acid transporter 3","HighLowTmp"
"IFT88","Q13099","ENSG00000032742",8100,"Intraflagellar transport protein 88 homolog","HighLowTmp"
"LAGE3","Q14657","ENSG00000196976",8270,"EKC/KEOPS complex subunit LAGE3","HighLowTmp"
"GNPAT","O15228","ENSG00000116906",8443,"Dihydroxyacetone phosphate acyltransferase","HighLowTmp"
"HS1BP3","Q53T59","ENSG00000118960",64342,"HCLS1-binding protein 3","HighLowTmp"
"ZNF2","Q9BSG1","ENSG00000275111",7549,"Zinc finger protein 2","HighLowTmp"
"TMEM251","Q8N6I4","ENSG00000275947",26175,"Transmembrane protein 251","HighLowTmp"
"CUL9","Q8IWT3","ENSG00000112659",23113,"Cullin-9","HighLowTmp"
"MBD3L5","A6NJ08","ENSG00000237247",284428,"Putative methyl-CpG-binding domain protein 3-like 5","HighLowTmp"
"HDAC6","Q9UBN7","ENSG00000094631",10013,"Histone deacetylase 6","HighLowTmp"
"MYLK4","Q86YV6","ENSG00000145949",340156,"Myosin light chain kinase family member 4","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"FAM71E1","Q6IPT2","ENSG00000142530",112703,"Protein FAM71E1","HighLowTmp"
"CCDC15","Q0P6D6","ENSG00000149548",80071,"Coiled-coil domain-containing protein 15","HighLowTmp"
"G3BP1","Q13283","ENSG00000145907",10146,"Ras GTPase-activating protein-binding protein 1","HighLowTmp"
"COX15","Q7KZN9","ENSG00000014919",1355,"Cytochrome c oxidase assembly protein COX15 homolog","HighLowTmp"
"RDH10","Q8IZV5","ENSG00000121039",157506,"Retinol dehydrogenase 10","HighLowTmp"
"IL12B","P29460","ENSG00000113302",3593,"Interleukin-12 subunit beta","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"RNF20","Q5VTR2","ENSG00000155827",56254,"E3 ubiquitin-protein ligase BRE1A","HighLowTmp"
"HABP2","Q14520","ENSG00000148702",3026,"Hyaluronan-binding protein 2","HighLowTmp"
"OAS1","P00973","ENSG00000089127",4938,"2'-5'-oligoadenylate synthase 1","HighLowTmp"
"CPSF6","Q16630","ENSG00000111605",11052,"Cleavage and polyadenylation specificity factor subunit 6","HighLowTmp"
"ZNF692","Q9BU19","ENSG00000171163",55657,"Zinc finger protein 692","HighLowTmp"
"CHCHD10","Q8WYQ3","ENSG00000273607",400916,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial","HighLowTmp"
"RBM6","P78332","ENSG00000004534",10180,"RNA-binding protein 6","HighLowTmp"
"FITM2","Q8N6M3","ENSG00000197296",128486,"Acyl-coenzyme A diphosphatase FITM2","HighLowTmp"
"MFSD10","Q14728","ENSG00000109736",10227,"Major facilitator superfamily domain-containing protein 10","HighLowTmp"
"HECTD3","Q5T447","ENSG00000126107",79654,"E3 ubiquitin-protein ligase HECTD3","HighLowTmp"
"ALDOA","P04075","ENSG00000149925",226,"Fructose-bisphosphate aldolase A","HighLowTmp"
"ALDH6A1","Q02252","ENSG00000119711",4329,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"WDR70","Q9NW82","ENSG00000082068",55100,"WD repeat-containing protein 70","HighLowTmp"
"ZSCAN20","P17040","ENSG00000121903",7579,"Zinc finger and SCAN domain-containing protein 20","HighLowTmp"
"RPEL1","Q2QD12","ENSG00000235376",729020,"Ribulose-phosphate 3-epimerase-like protein 1","HighLowTmp"
"ZNF318","Q5VUA4","ENSG00000171467",24149,"Zinc finger protein 318","HighLowTmp"
"OBSL1","O75147","ENSG00000124006",23363,"Obscurin-like protein 1","HighLowTmp"
"TOLLIP","Q9H0E2","ENSG00000078902",54472,"Toll-interacting protein","HighLowTmp"
"FAM149B1","Q96BN6","ENSG00000138286",317662,"Primary cilium assembly protein FAM149B1","HighLowTmp"
"SNX14","Q9Y5W7","ENSG00000135317",57231,"Sorting nexin-14","HighLowTmp"
"POLR3GL","Q9BT43","ENSG00000121851",84265,"DNA-directed RNA polymerase III subunit RPC7-like","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"RAB5B","P61020","ENSG00000111540",5869,"Ras-related protein Rab-5B","HighLowTmp"
"CLDND2","Q8NHS1","ENSG00000160318",125875,"Claudin domain-containing protein 2","HighLowTmp"
"SYTL4","Q96C24","ENSG00000102362",94121,"Synaptotagmin-like protein 4","HighLowTmp"
"HPRT1","P00492","ENSG00000165704",3251,"Hypoxanthine-guanine phosphoribosyltransferase","HighLowTmp"
"PPIL4","Q8WUA2","ENSG00000131013",85313,"Peptidyl-prolyl cis-trans isomerase-like 4","HighLowTmp"
"APOO","Q9BUR5","ENSG00000184831",79135,"MICOS complex subunit MIC26","HighLowTmp"
"SRGAP1","Q7Z6B7","ENSG00000196935",57522,"SLIT-ROBO Rho GTPase-activating protein 1","HighLowTmp"
"TMCO4","Q5TGY1","ENSG00000162542",255104,"Transmembrane and coiled-coil domain-containing protein 4","HighLowTmp"
"ZNF239","Q16600","ENSG00000196793",8187,"Zinc finger protein 239","HighLowTmp"
"TMEM237","Q96Q45","ENSG00000155755",65062,"Transmembrane protein 237","HighLowTmp"
"GPR137B","O60478","ENSG00000077585",7107,"Integral membrane protein GPR137B","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"FAM117B","Q6P1L5","ENSG00000138439",150864,"Protein FAM117B","HighLowTmp"
"MTERF3","Q96E29","ENSG00000156469",51001,"Transcription termination factor 3, mitochondrial","HighLowTmp"
"INSIG2","Q9Y5U4","ENSG00000125629",51141,"Insulin-induced gene 2 protein","HighLowTmp"
"CBX1","P83916","ENSG00000108468",10951,"Chromobox protein homolog 1","HighLowTmp"
"UBXN2B","Q14CS0","ENSG00000215114",137886,"UBX domain-containing protein 2B","HighLowTmp"
"RAB38","P57729","ENSG00000123892",23682,"Ras-related protein Rab-38","HighLowTmp"
"TERF2","Q15554","ENSG00000132604",7014,"Telomeric repeat-binding factor 2","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"CNTRL","Q7Z7A1","ENSG00000119397",11064,"Centriolin","HighLowTmp"
"NDUFB5","O43674","ENSG00000136521",4711,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial","HighLowTmp"
"TTLL12","Q14166","ENSG00000100304",23170,"Tubulin--tyrosine ligase-like protein 12","HighLowTmp"
"TNNT1","P13805","ENSG00000105048",7138,"Troponin T, slow skeletal muscle","HighLowTmp"
"N6AMT1","Q9Y5N5","ENSG00000156239",29104,"Methyltransferase N6AMT1","HighLowTmp"
"DNA2","P51530","ENSG00000138346",1763,"DNA replication ATP-dependent helicase/nuclease DNA2","HighLowTmp"
"S100A9","P06702","ENSG00000163220",6280,"Protein S100-A9","HighLowTmp"
"EIF2S3","P41091","ENSG00000130741",1968,"Eukaryotic translation initiation factor 2 subunit 3","HighLowTmp"
"MFAP1","P55081","ENSG00000140259",4236,"Microfibrillar-associated protein 1","HighLowTmp"
"COA6","Q5JTJ3","ENSG00000168275",388753,"Cytochrome c oxidase assembly factor 6 homolog","HighLowTmp"
"DCAF7","P61962","ENSG00000136485",10238,"DDB1- and CUL4-associated factor 7","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SPAG16","Q8N0X2","ENSG00000144451",79582,"Sperm-associated antigen 16 protein","HighLowTmp"
"ALOX5AP","P20292","ENSG00000132965",241,"Arachidonate 5-lipoxygenase-activating protein","HighLowTmp"
"AP1B1","Q10567","ENSG00000100280",162,"AP-1 complex subunit beta-1","HighLowTmp"
"GSAP","A4D1B5","ENSG00000186088",54103,"Gamma-secretase-activating protein","HighLowTmp"
"NES","P48681","ENSG00000132688",10763,"Nestin","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"CDIN1","Q9Y2V0","ENSG00000186073",84529,"CDAN1-interacting nuclease 1","HighLowTmp"
"C19orf44","Q9H6X5","ENSG00000105072",84167,"Uncharacterized protein C19orf44","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"LRP11","Q86VZ4","ENSG00000120256",84918,"Low-density lipoprotein receptor-related protein 11","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"BIRC5","O15392","ENSG00000089685",332,"Baculoviral IAP repeat-containing protein 5","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"KIFC2","Q96AC6","ENSG00000167702",90990,"Kinesin-like protein KIFC2","HighLowTmp"
"DYNC1LI2","O43237","ENSG00000135720",1783,"Cytoplasmic dynein 1 light intermediate chain 2","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"C4orf3","Q8WVX3","ENSG00000164096",401152,"Uncharacterized protein C4orf3","HighLowTmp"
"LMOD3","Q0VAK6","ENSG00000163380",56203,"Leiomodin-3","HighLowTmp"
"STK3","Q13188","ENSG00000104375",6788,"Serine/threonine-protein kinase 3","HighLowTmp"
"UBA1","P22314","ENSG00000130985",7317,"Ubiquitin-like modifier-activating enzyme 1","HighLowTmp"
"ATP2B4","P23634","ENSG00000058668",493,"Plasma membrane calcium-transporting ATPase 4","HighLowTmp"
"ME2","P23368","ENSG00000082212",4200,"NAD-dependent malic enzyme, mitochondrial","HighLowTmp"
"ADAM19","Q9H013","ENSG00000135074",8728,"Disintegrin and metalloproteinase domain-containing protein 19","HighLowTmp"
"TRIM25","Q14258","ENSG00000121060",7706,"E3 ubiquitin/ISG15 ligase TRIM25","HighLowTmp"
"CDC42BPB","Q9Y5S2","ENSG00000198752",9578,"Serine/threonine-protein kinase MRCK beta","HighLowTmp"
"ARHGAP33","O14559","ENSG00000004777",115703,"Rho GTPase-activating protein 33","HighLowTmp"
"TRIM45","Q9H8W5","ENSG00000134253",80263,"Tripartite motif-containing protein 45","HighLowTmp"
"DPY19L1","Q2PZI1","ENSG00000173852",23333,"Probable C-mannosyltransferase DPY19L1","HighLowTmp"
"SPIN3","Q5JUX0","ENSG00000204271",169981,"Spindlin-3","HighLowTmp"
"TC2N","Q8N9U0","ENSG00000276776",123036,"Tandem C2 domains nuclear protein","HighLowTmp"
"NLRP8","Q86W28","ENSG00000179709",126205,"NACHT, LRR and PYD domains-containing protein 8","HighLowTmp"
"SCCPDH","Q8NBX0","ENSG00000143653",51097,"Saccharopine dehydrogenase-like oxidoreductase","HighLowTmp"
"SCD5","Q86SK9","ENSG00000145284",79966,"Stearoyl-CoA desaturase 5","HighLowTmp"
"FAM120A","Q9NZB2","ENSG00000048828",23196,"Constitutive coactivator of PPAR-gamma-like protein 1","HighLowTmp"
"HILPDA","Q9Y5L2","ENSG00000135245",29923,"Hypoxia-inducible lipid droplet-associated protein","HighLowTmp"
"AKR1A1","P14550","ENSG00000117448",10327,"Aldo-keto reductase family 1 member A1","HighLowTmp"
"CHD5","Q8TDI0","ENSG00000116254",26038,"Chromodomain-helicase-DNA-binding protein 5","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"TMEM117","Q9H0C3","ENSG00000139173",84216,"Transmembrane protein 117","HighLowTmp"
"GOLGA7B","Q2TAP0","ENSG00000155265",401647,"Golgin subfamily A member 7B","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"RALGPS1","Q5JS13","ENSG00000136828",9649,"Ras-specific guanine nucleotide-releasing factor RalGPS1","HighLowTmp"
"TMEM106A","Q96A25","ENSG00000184988",113277,"Transmembrane protein 106A","HighLowTmp"
"TXNDC15","Q96J42","ENSG00000113621",79770,"Thioredoxin domain-containing protein 15","HighLowTmp"
"NEMP2","A6NFY4","ENSG00000189362",100131211,"Nuclear envelope integral membrane protein 2","HighLowTmp"
"TLCD4","Q96MV1","ENSG00000152078",148534,"TLC domain-containing protein 4","HighLowTmp"
"FAR1","Q8WVX9","ENSG00000197601",84188,"Fatty acyl-CoA reductase 1","HighLowTmp"
"PDZD7","Q9H5P4","ENSG00000186862",79955,"PDZ domain-containing protein 7","HighLowTmp"
"MARK1","Q9P0L2","ENSG00000116141",4139,"Serine/threonine-protein kinase MARK1","HighLowTmp"
"ZNF718","Q3SXZ3","ENSG00000250312",255403,"Zinc finger protein 718","HighLowTmp"
"SUCLG2","Q96I99","ENSG00000172340",8801,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SLCO1B3","Q9NPD5","ENSG00000111700",28234,"Solute carrier organic anion transporter family member 1B3","HighLowTmp"
"CC2D2A","Q9P2K1","ENSG00000048342",57545,"Coiled-coil and C2 domain-containing protein 2A","HighLowTmp"
"MTSS1","O43312","ENSG00000170873",9788,"Protein MTSS 1","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"VRK3","Q8IV63","ENSG00000105053",51231,"Inactive serine/threonine-protein kinase VRK3","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"ATP5MC1","P05496","ENSG00000159199",516,"ATP synthase F(0) complex subunit C1, mitochondrial","HighLowTmp"
"TMEM42","Q69YG0","ENSG00000280516",131616,"Transmembrane protein 42","HighLowTmp"
"RSKR","Q96LW2","ENSG00000167524",124923,"Ribosomal protein S6 kinase-related protein","HighLowTmp"
"SMARCC2","Q8TAQ2","ENSG00000139613",6601,"SWI/SNF complex subunit SMARCC2","HighLowTmp"
"METAP1D","Q6UB28","ENSG00000172878",254042,"Methionine aminopeptidase 1D, mitochondrial","HighLowTmp"
"CNTNAP1","P78357","ENSG00000108797",8506,"Contactin-associated protein 1","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SLC2A13","Q96QE2","ENSG00000151229",114134,"Proton myo-inositol cotransporter","HighLowTmp"
"ENOX2","Q16206","ENSG00000165675",10495,"Ecto-NOX disulfide-thiol exchanger 2","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"ZNF69","Q9UC07","ENSG00000198429",7620,"Zinc finger protein 69","HighLowTmp"
"ARPC1B","O15143","ENSG00000130429",10095,"Actin-related protein 2/3 complex subunit 1B","HighLowTmp"
"UBXN4","Q92575","ENSG00000144224",23190,"UBX domain-containing protein 4","HighLowTmp"
"SDR39U1","Q9NRG7","ENSG00000100445",56948,"Epimerase family protein SDR39U1","HighLowTmp"
"RAB33B","Q9H082","ENSG00000172007",83452,"Ras-related protein Rab-33B","HighLowTmp"
"ACAD10","Q6JQN1","ENSG00000111271",80724,"Acyl-CoA dehydrogenase family member 10","HighLowTmp"
"MYO3B","Q8WXR4","ENSG00000071909",140469,"Myosin-IIIb","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"RDM1","Q8NG50","ENSG00000276432",201299,"RAD52 motif-containing protein 1","HighLowTmp"
"RAD51C","O43502","ENSG00000108384",5889,"DNA repair protein RAD51 homolog 3","HighLowTmp"
"CNIH1","O95406","ENSG00000100528",10175,"Protein cornichon homolog 1","HighLowTmp"
"TMEFF1","Q8IYR6","ENSG00000241697",8577,"Tomoregulin-1","HighLowTmp"
"KIF4A","O95239","ENSG00000090889",24137,"Chromosome-associated kinesin KIF4A","HighLowTmp"
"MTFP1","Q9UDX5","ENSG00000242114",51537,"Mitochondrial fission process protein 1","HighLowTmp"
"RTKN2","Q8IZC4","ENSG00000182010",219790,"Rhotekin-2","HighLowTmp"
"CCDC22","O60826","ENSG00000101997",28952,"Coiled-coil domain-containing protein 22","HighLowTmp"
"PRIMPOL","Q96LW4","ENSG00000164306",201973,"DNA-directed primase/polymerase protein","HighLowTmp"
"PI4K2A","Q9BTU6","ENSG00000155252",55361,"Phosphatidylinositol 4-kinase type 2-alpha","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"USP49","Q70CQ1","ENSG00000164663",25862,"Ubiquitin carboxyl-terminal hydrolase 49","HighLowTmp"
"REX1BD","Q96EN9","ENSG00000006015",55049,"Required for excision 1-B domain-containing protein","HighLowTmp"
"MFNG","O00587","ENSG00000100060",4242,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe","HighLowTmp"
"OIP5","O43482","ENSG00000104147",11339,"Protein Mis18-beta","HighLowTmp"
"IL17RB","Q9NRM6","ENSG00000056736",55540,"Interleukin-17 receptor B","HighLowTmp"
"PPP1R9A","Q9ULJ8","ENSG00000158528",55607,"Neurabin-1","HighLowTmp"
"KIDINS220","Q9ULH0","ENSG00000134313",57498,"Kinase D-interacting substrate of 220 kDa","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"PARD6A","Q9NPB6","ENSG00000102981",50855,"Partitioning defective 6 homolog alpha","HighLowTmp"
"NT5E","P21589","ENSG00000135318",4907,"5'-nucleotidase","HighLowTmp"
"ACVR2A","P27037","ENSG00000121989",92,"Activin receptor type-2A","HighLowTmp"
"FLT3LG","P49771","ENSG00000090554",2323,"Fms-related tyrosine kinase 3 ligand","HighLowTmp"
"NGLY1","Q96IV0","ENSG00000151092",55768,"Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase","HighLowTmp"
"RNFT1","Q5M7Z0","ENSG00000189050",51136,"E3 ubiquitin-protein ligase RNFT1","HighLowTmp"
"AGMAT","Q9BSE5","ENSG00000116771",79814,"Agmatinase, mitochondrial","HighLowTmp"
"THNSL1","Q8IYQ7","ENSG00000185875",79896,"Threonine synthase-like 1","HighLowTmp"
"ODAD3","A5D8V7","ENSG00000198003",115948,"Outer dynein arm-docking complex subunit 3","HighLowTmp"
"SGSM3","Q96HU1","ENSG00000100359",27352,"Small G protein signaling modulator 3","HighLowTmp"
"CDH13","P55290","ENSG00000140945",1012,"Cadherin-13","HighLowTmp"
"TMEM17","Q86X19","ENSG00000186889",200728,"Transmembrane protein 17","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"ESPL1","Q14674","ENSG00000135476",9700,"Separin","HighLowTmp"
"HOXC6","P09630","ENSG00000197757",3223,"Homeobox protein Hox-C6","HighLowTmp"
"RXYLT1","Q9Y2B1","ENSG00000118600",10329,"Ribitol-5-phosphate xylosyltransferase 1","HighLowTmp"
"DENND2D","Q9H6A0","ENSG00000162777",79961,"DENN domain-containing protein 2D","HighLowTmp"
"DCAF11","Q8TEB1","ENSG00000284796",80344,"DDB1- and CUL4-associated factor 11","HighLowTmp"
"CTSB","P07858","ENSG00000285132",1508,"Cathepsin B","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"MPP2","Q14168","ENSG00000108852",4355,"MAGUK p55 subfamily member 2","HighLowTmp"
"KCTD12","Q96CX2","ENSG00000178695",115207,"BTB/POZ domain-containing protein KCTD12","HighLowTmp"
"NUDT9","Q9BW91","ENSG00000170502",53343,"ADP-ribose pyrophosphatase, mitochondrial","HighLowTmp"
"PRPF38A","Q8NAV1","ENSG00000134748",84950,"Pre-mRNA-splicing factor 38A","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SEC31A","O94979","ENSG00000138674",22872,"Protein transport protein Sec31A","HighLowTmp"
"ZNF577","Q9BSK1","ENSG00000161551",84765,"Zinc finger protein 577","HighLowTmp"
"ZNF516","Q92618","ENSG00000101493",9658,"Zinc finger protein 516","HighLowTmp"
"CSNK2A2","P19784","ENSG00000070770",1459,"Casein kinase II subunit alpha'","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"ZNF347","Q96SE7","ENSG00000197937",84671,"Zinc finger protein 347","HighLowTmp"
"KATNBL1","Q9H079","ENSG00000134152",79768,"KATNB1-like protein 1","HighLowTmp"
"SNX16","P57768","ENSG00000104497",64089,"Sorting nexin-16","HighLowTmp"
"CALU","O43852","ENSG00000128595",813,"Calumenin","HighLowTmp"
"NRARP","Q7Z6K4","ENSG00000198435",441478,"Notch-regulated ankyrin repeat-containing protein","HighLowTmp"
"ABRAXAS1","Q6UWZ7","ENSG00000163322",84142,"BRCA1-A complex subunit Abraxas 1","HighLowTmp"
"NDUFB3","O43676","ENSG00000119013",4709,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3","HighLowTmp"
"NUDT14","O95848","ENSG00000183828",256281,"Uridine diphosphate glucose pyrophosphatase NUDT14","HighLowTmp"
"MBD6","Q96DN6","ENSG00000166987",114785,"Methyl-CpG-binding domain protein 6","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"QRFPR","Q96P65","ENSG00000186867",84109,"Pyroglutamylated RF-amide peptide receptor","HighLowTmp"
"PAPLN","O95428","ENSG00000100767",89932,"Papilin","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"PTGR2","Q8N8N7","ENSG00000140043",145482,"Prostaglandin reductase 2","HighLowTmp"
"FTO","Q9C0B1","ENSG00000140718",79068,"Alpha-ketoglutarate-dependent dioxygenase FTO","HighLowTmp"
"ABR","Q12979","ENSG00000276016",29,"Active breakpoint cluster region-related protein","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"SLC66A3","Q8N755","ENSG00000162976",130814,"Solute carrier family 66 member 3","HighLowTmp"
"SLC38A9","Q8NBW4","ENSG00000177058",153129,"Sodium-coupled neutral amino acid transporter 9","HighLowTmp"
"VPS35","Q96QK1","ENSG00000069329",55737,"Vacuolar protein sorting-associated protein 35","HighLowTmp"
"HNRNPA1","P09651","ENSG00000135486",3178,"Heterogeneous nuclear ribonucleoprotein A1","HighLowTmp"
"ZNF471","Q9BX82","ENSG00000196263",57573,"Zinc finger protein 471","HighLowTmp"
"KIF14","Q15058","ENSG00000118193",9928,"Kinesin-like protein KIF14","HighLowTmp"
"NUP160","Q12769","ENSG00000030066",23279,"Nuclear pore complex protein Nup160","HighLowTmp"
"MRE11","P49959","ENSG00000020922",4361,"Double-strand break repair protein MRE11","HighLowTmp"
"LHFPL6","Q9Y693","ENSG00000183722",10186,"LHFPL tetraspan subfamily member 6 protein","HighLowTmp"
"WWC2","Q6AWC2","ENSG00000151718",80014,"Protein WWC2","HighLowTmp"
"PRRT2","Q7Z6L0","ENSG00000167371",112476,"Proline-rich transmembrane protein 2","HighLowTmp"
"TUBGCP4","Q9UGJ1","ENSG00000137822",27229,"Gamma-tubulin complex component 4","HighLowTmp"
"PDSS2","Q86YH6","ENSG00000164494",57107,"All trans-polyprenyl-diphosphate synthase PDSS2","HighLowTmp"
"AGPAT1","Q99943","ENSG00000236873",10554,"1-acyl-sn-glycerol-3-phosphate acyltransferase alpha","HighLowTmp"
"IVD","P26440","ENSG00000128928",3712,"Isovaleryl-CoA dehydrogenase, mitochondrial","HighLowTmp"
"FKBP3","Q00688","ENSG00000100442",2287,"Peptidyl-prolyl cis-trans isomerase FKBP3","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
"GBE1","Q04446","ENSG00000114480",2632,"1,4-alpha-glucan-branching enzyme","HighLowTmp"
"C5orf46","Q6UWT4","ENSG00000178776",389336,"Uncharacterized protein C5orf46","HighLowTmp"
"TTC23","Q5W5X9","ENSG00000103852",64927,"Tetratricopeptide repeat protein 23","HighLowTmp"
"CCDC146","Q8IYE0","ENSG00000135205",57639,"Coiled-coil domain-containing protein 146","HighLowTmp"
"ZNF84","P51523","ENSG00000198040",7637,"Zinc finger protein 84","HighLowTmp"
"CLDN20","P56880","ENSG00000171217",49861,"Claudin-20","HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
NA,NA,NA,NA,NA,"HighLowTmp"
